id,profile_pic_url,full_name,occupation,headline,summary,1st Recent Experience in Years,Experience,Category 1,Category 2,Category 3
speaker_86,https://media-exp1.licdn.com/dms/image/C5603AQFrD5GqfGbkEw/profile-displayphoto-shrink_200_200/0/1547343301540?e=1652918400&v=beta&t=icSNm2WdbHhyhGEXPh-Zj-zh5vjbQDRGqE-2bQlzwkw,Aadhav S.,Coach at the Coder School San Ramon,Student at UC Santa Cruz,"Aspiring web developer currently attending Dublin High School (class of 2020) with competitive GPA and test scores. Current captain of VEX robotics team 5327B, globally known for winning awards for programming and design quality. Active member of Boy Scouts of America with 100+ service hours. Plenty of volunteering and leadership involving building houses in Mexico,  leading a pack of cub scouts, and being JV volleyball captain. Very flexible and willing to work at any time excluding school hours.",2.0,Coach,Sport,,
speaker_87,https://static-exp1.licdn.com/sc/h/244xhbkr7g40x6bsu4gi6q4ry,Aaliyah Persaud,STEM Robotics Coach at Salve Regina Catholic Academy,Undergraduate at University at Buffalo College of Arts and Science,,0.7452054794520548,STEM Robotics Coach,Sport,,
speaker_88,https://static-exp1.licdn.com/sc/h/244xhbkr7g40x6bsu4gi6q4ry,"Amanda Christianson, M.S.","Assistant Director, Fitness and Wellness at CSUN University Student Union",Fitness Programs & Wellness Manager | Associate Programs Director | Fitness Operations & Program Director,"I believe success comes from creating positive relationships and understanding the needs of the customers I serve. With over 13 years of experience in program management, fitness operations and strategic forecasting driven by data and assessment, I am committed to delivering high quality services that help businesses improve the well-being of their communities.",2.5506849315068494,"Assistant Director, Fitness and Wellness",Sport,,
speaker_89,https://media-exp1.licdn.com/dms/image/C5603AQF1A_lxJ3a9Ow/profile-displayphoto-shrink_200_200/0/1600896439904?e=2147483647&v=beta&t=teND_gOg070u0V1Huv5ttmCSkqvujY1pNtEyD9OWGvE,Andreas Bachofner,"Organisations-Entwickler, Job-Coach und Dozent at bachofner ___ Potenziale wecken in Mensch und Organisation","Organisations-Entwickler, Job-Coach und Dozent",,21.81095890410959,"Organisations-Entwickler, Job-Coach und Dozent",Sport,,
speaker_90,https://media-exp1.licdn.com/dms/image/C4E03AQE1Zg3aWPciSA/profile-displayphoto-shrink_200_200/0/1554042915620?e=1652918400&v=beta&t=zzFIzYGq9-f34cN9GYKEKkfa5fsLOOfJGMOeLy67YEM,Anna Lofgren,Assistant Volleyball Coach at Northern Arizona University,Assistant Volleyball Coach at Northern Arizona University: Seventh season.,"Experienced Assistant Volleyball Coach with a demonstrated history of working in the higher education industry. Skilled in Microsoft Excel, Data Analysis, Camp Management, Databases, and Leadership. Strong community and social services. Graduated from Northern Arizona University with Bachelors degree in Business Management.",10.473972602739726,Assistant Volleyball Coach,Sport,,
speaker_91,https://media-exp1.licdn.com/dms/image/C5603AQHQZtkdnttO0w/profile-displayphoto-shrink_200_200/0/1575831472459?e=1652918400&v=beta&t=YLArQyS459PNtzkL9MFIOiVb7TywXayGZRqU_m6fyJA,Anglerne Annelus,Professional Athlete at adidas,Professional Track and Field Athlete,"I mainly go by Angie. I am a current Student-Athlete at one of the most prestigious universities in the nation. Eager to use my interpersonal communication skills and eye for detail in the marketing and public relations industry. I am am back to back NCAA National Champion.  As the captain of the track and field team, I possess leadership skills and qualities which as displayed through my determination, disciple, and strong work ethic.",2.3013698630136985,Professional Athlete,Sport,,
speaker_92,https://static-exp1.licdn.com/sc/h/244xhbkr7g40x6bsu4gi6q4ry,Ashley Sandy,Job Coach at ACLD,Student at Stonybrook University,,7.553424657534246,Job Coach,Sport,,
speaker_93,https://media-exp1.licdn.com/dms/image/C5603AQG_AknpxVCMEg/profile-displayphoto-shrink_200_200/0/1517279413013?e=1652918400&v=beta&t=i77Ye07Zi0pfEivx5VrarP8rw1RYv2VB9QC6X1yycGQ,Andrew S. VanderMeer,Special Education Coach at Purdue Polytechnic High School,Special Education Coach at Purdue Polytechnic High School,"I strive to be a forward-thinking Christian in a decided world. My calling is to serve God and others, helping in every way. 

As a teacher, my day-to-day activity is development. Providing 1:1 instruction in all subjects and coming alongside students with special needs, I provide highly individualized care while managing Individualized Education Plans as a Teacher of Record. Using strong executive planning and follow-through, I chart out student development, adapting regularly to remedy targeted deficiencies.

My vision for the future is to continue to help people do what they do best better. I want to do good in the world by making it possible for others to do the best good they can.",3.3835616438356166,Special Education Coach,Sport,Academic,
speaker_94,https://media-exp1.licdn.com/dms/image/C4D03AQGXW4brrFkVnQ/profile-displayphoto-shrink_200_200/0/1632714092967?e=2147483647&v=beta&t=mI70pC28rx9UVRavG04ZfDbjQFDqFL2bozpS72NX4L4,"Aalim A. Moor, III","Coordinator, Warriors Basketball Academy at Golden State Warriors","Coordinator, Warriors Basketball Academy","I am a Graduate Student at San Jose State University, in the midst of pursuing my Master's degree in Counselor Education. 

My interest in this field is Educational Counseling with an emphasis in Academic Advising for college students preferably at a four-year University.

On a personal level, I want to continue my relationships with those people I am close to and begin a life. I think I would make a good hire because I am willing to learn and immerse myself in all the experience that an employer has to offer. I understand that in order to be a successful leader you must be able to follow and I am a willing follower.

In summary, I offer leadership, loyalty, facilitation, preparation and an unstoppable work ethic on and off the court. This began early, exploded in high school and has carried on through college. 

Now, I'm prepared and ready to take my attributes to the next level. I want to continue my lifelong learning quest.

Please Note:
(live links and references available upon request)",2.1315068493150684,"Coordinator, Warriors Basketball Academy",Sport,,
speaker_95,https://static-exp1.licdn.com/sc/h/244xhbkr7g40x6bsu4gi6q4ry,Alexander Aguilar,Fitness Associate at UF Recreational Sports,Student at University of Florida,,0.0,Fitness Associate,Sport,,
speaker_96,https://media-exp1.licdn.com/dms/image/C4D03AQGJtYMss78OSw/profile-displayphoto-shrink_200_200/0/1634058576711?e=1652918400&v=beta&t=yNxnaru36fkJywHNivSalec_ZxJHvJd3_w20909fB54,Ariana Pinkney,"Director of Planning and Operations, Monumental Basketball at Monumental Sports & Entertainment",Director of Planning and Operations,,2.1315068493150684,"Director of Planning and Operations, Monumental Basketball",Sport,,
speaker_97,https://media-exp1.licdn.com/dms/image/C4E03AQGodP2RR0i7wA/profile-displayphoto-shrink_200_200/0/1633617746961?e=1652918400&v=beta&t=iee1W7UdQvv8rPNy64wjx24FIZYVKj0u3YyPqOGcJME,Anneliese Spence,Owner / Head Coach at Unbreakable Strength Co.,Owner at Unbreakable Strength Co.,"At Unbreakable Strength Co. we believe that everyone has an Unbreakable Strength within them.  It isn’t just about the weights you lift or the number on the scale. It is about knowing and building your most powerful, anti-fragile, and courageous self in all spheres of life, and we believe the  gym is an excellent place to forge these qualities. In short, we have faith in the human potential for an excellent and meaningful life and our mission is to build up and serve others through strength coaching.

With the wisdom and experience to apply the tried and true methods of sport science and the discernment and curiosity to apply the latest in research, we offer excellent coaching to anyone dreaming of a stronger self; from the seasoned strength athlete to the grandparent wanting to hold their grandchild, we are here to help you find and grow the Unbreakable You.

B.s. Kinesiology
Certified Strength and Conditioning Specialist
Tactical Strength And Conditioning Facilitator
USA Weightlifting Sport Performance Coach
Postural Restoration Institute Myokinematics Certified
Functional Range Conditioning Certified
Adaptive Training Academy Certified",6.553424657534246,Owner / Head Coach,Sport,,
speaker_98,https://static-exp1.licdn.com/sc/h/244xhbkr7g40x6bsu4gi6q4ry,Ahmed A.Aly,Safety Coach (Health & Safety & Environmental Dept.) at Tide Water Marine International,Masters Degree  in International Maritime Logistics. Jan 2019 - April 2021,,3.16986301369863,Safety Coach (Health & Safety & Environmental Dept.),Sport,Healthcare,
speaker_99,https://media-exp1.licdn.com/dms/image/C4E03AQGeKSHO6F1R0Q/profile-displayphoto-shrink_200_200/0/1577484787413?e=2147483647&v=beta&t=Odn3pE_qpaZQovO_suwH1grGSFSzYiyLffX07uc4Ka4,Ashley Haan,Coach at [solidcore],Director of Events & Marketing at State Line Distillery,,2.0493150684931507,Coach,Sport,,
speaker_100,https://media-exp1.licdn.com/dms/image/C5603AQFMkjEkFriodw/profile-displayphoto-shrink_200_200/0/1570192757510?e=2147483647&v=beta&t=MIB0lZcSeRBq7mUqxehyeOWUD75MJpOJn8Bw_Q5Fy-c,Ana Alexandra Craciun,Inbound Succes Coach at HubSpot,Inbound Success Coach Hubspot | MSc in Business and Engineering,"I am Ana, coming from Brussels. I am currently in my last year of Business and Engineering at the Louvain School of Management, here in Belgium. I have previously followed a sales internship with Dior and I have just finished a consulting internship with Accenture. In addition, I am currently following an Erasmus exchange at the Katholieke Universiteit Leuven. 

Let's all connect :)",2.0493150684931507,Inbound Succes Coach,Sport,,
speaker_101,https://static-exp1.licdn.com/sc/h/244xhbkr7g40x6bsu4gi6q4ry,Aaliyah Haynes,Fitness Coach at Self-employed,Online Health & Fitness Coach,"As a holder of a Bachelor of Arts in Mathematics, I claim to be an analyst and a problem-solver by nature. I have obtained my Masters of Science in Management from Wake Forest University and have been able to use my analytical and critical thinking skills to excel in both of the Action Learning Projects where I worked for Columbia Forest Products. While at Wake I nurtured a love for working in teams as well as being a part of something bigger than myself.

As of August 2019, I happily look forward to working as a Compensation Specialist at Kontoor Brands in Greensboro, NC.",3.8,Fitness Coach,Sport,,
speaker_102,https://static-exp1.licdn.com/sc/h/244xhbkr7g40x6bsu4gi6q4ry,Aaron Croce,Coordinator of Sport Clubs at University of New Hampshire - Campus Recreation,Coordinator of Sport Clubs at University of New Hampshire - Campus Recreation,Currently working as the Sport Club Coordinator for Campus Recreation at the University of New Hampshire. Graduated with a Bachelor in Science: Sport Studies in 2018 from UNH. Pursuing a further career in the sports industry.,5.219178082191781,Coordinator of Sport Clubs,Sport,,
speaker_103,https://media-exp1.licdn.com/dms/image/C4D03AQHy_6b4LoFuig/profile-displayphoto-shrink_200_200/0/1561050576790?e=1652918400&v=beta&t=tPAh25mdFpNNQZ6pKn-DITQ1KcNCI2iIOX_a0wF9H0Y,Aaron Blagg,Industrial Design Specialist/Personal Fitness Professional at Hola Vida! - Healthy Living,Industrial Design Specialist/Personal Fitness Professional at Hola Vida! - Healthy Living,"Over a decade experience in 3-Dimensional, commercial, marketing signage for venues and casino gaming.
Graphic Designer, Illustrator and Conceptual creator  for any and every kind of design. 
If there is a medium out there I haven't used... Challenge accepted!

Seasoned personal fitness trainer, The body is an organic masterpiece. Science is art and vise versa.
Living life as artistically as I can. Creation is my passion, the key to evolution is new growth.",3.635616438356165,Industrial Design Specialist/Personal Fitness Professional,Sport,,
speaker_104,https://media-exp1.licdn.com/dms/image/C5603AQFAyC4GqguB6w/profile-displayphoto-shrink_200_200/0/1517242697862?e=1652918400&v=beta&t=xUHIvgYLOwC2-AO3PsqEQ8LO7JrsifD9r1XKTWIGQHs,Aakash Kulkarni,Network Security Engineer QA at Cisco,Engineer at Cisco,"I am a Master’s degree candidate for Telecommunications Engineering at The George Washington University, starting to look for full time roles in the computer networking industry.

I have active CCNA and JNCIA certifications and have interned with iDirect TAC and Engineering test team, where I had an opportunity to work with real time networks, cisco devices along with exposure to traffic generators such as Spirent and Ixia Chariot.

Having undertaken lots of course work and projects in networking, I am proficient in TCP/IP, sub-netting and other networking fundamentals. And now I would like to use this experience and knowledge to good use.
  
Specialties: 
Networking: TCP/IP, DNS, HTTP, OSPF, BGP, EIGRP, MPLS, VPN’s, NAT, PAT, LAN/WAN, 
Operating System: Windows, Linux/Unix
Software: MS Office, MS Project, MS Visio, GNS3, Wireshark, Packet Tracer
Hardware : Cisco 2800, 2900, 3000 series switches, Cisco 2800,2900,3500 series routers, Juniper 240 SRX gateway, Dell and IBM servers",8.306849315068494,Network Security Engineer QA,Tech,,
speaker_105,https://static-exp1.licdn.com/sc/h/244xhbkr7g40x6bsu4gi6q4ry,Aaron Cordes,Senior Process Engineer at Crystal IS,Senior Process Engineer at Crystal IS,"Experienced semiconductor process engineer with a demonstrated history of working in the silicon chip fabrication from 7nm R&D through to high-volume manufacturing; as well as wide-bandgap III-V materials.  Skilled in scanning probe microscopy, crystal growth, X-ray diffraction, optical metrology, wafer slicing, grinding, chemical mechanical polish, and failure analysis. Strong operations professional with a Doctor of Philosophy - PhD focused in Nanoscale Science & Engineering from SUNY Polytechnic Institute.",3.3013698630136985,Senior Process Engineer,Tech,,
speaker_106,https://media-exp1.licdn.com/dms/image/C5603AQE2v2Yia6eypw/profile-displayphoto-shrink_200_200/0/1610486384918?e=2147483647&v=beta&t=rikjxeL9k8SnvjA9219V73Em6mD4AeomtO3genmtPmg,Aaron Cole,Vice President Of Technology at SoapBoxSample,Vice President Of Technology at SoapBoxSample,,2.797260273972603,Vice President Of Technology,Tech,,
speaker_107,https://static-exp1.licdn.com/sc/h/244xhbkr7g40x6bsu4gi6q4ry,Aakarsh Madhavan,Software Engineer Coop at Google,"Former Software Engineer @ Google, Wish and Uber",,1.0,Software Engineer Coop,Tech,,
speaker_108,https://static-exp1.licdn.com/sc/h/244xhbkr7g40x6bsu4gi6q4ry,Aakash Bhatia,Data Scientist at Schlumberger,Data Scientist | Carnegie Mellon University,"Hi , I am a data scientist with interests in statistical machine learning, deep learning and product development. In the past I have experience in building reliable solutions for data visualization, database design and web applications which leverage output from machine learning algorithms. What helps me keep up with research is a mathematical background coming from optimization principles coupled with statistics.

-General Purpose Programming: Python, Java, Bash, Shell Scripting.
-Data Mining and Analytics: Python(Numpy, pandas, NLTK, scikit-learn, keras with TensorFlow backend, fasttext)
-Data Visualization: Python(matplotlib, seaborn),  R(ggplot2)
-Deep Learning frameworks : pyTorch , tensorflow, keras
-Big Data: Hadoop, Spark
-Devops and Deployment : Docker, Linux Bash, maven, database (querying, B-Tree indexing etc)
-OS: Linux
-Cloud Services: Google Cloud Platform, Amazon Web Services, Microsoft Azure

Courses that have helped me build my strengths:

@CMU
- Statistical Machine Learning I & II (46-926 & 46-927)
- Deep Learning (11-785)
- Machine Learning (10-601)
- Cloud Computing (15-619)
- Data Structures for Application Programmers (08-722)
- Java for Application Programmers (08-671)

Number of publications : 3 (2 journal and 1 conference)

Email : aakashb1@alumni.cmu.edu",1.5890410958904109,Data Scientist,Tech,Academic,
speaker_109,https://media-exp1.licdn.com/dms/image/C4E03AQF4Xq73ur1fqg/profile-displayphoto-shrink_200_200/0/1516810725161?e=1652918400&v=beta&t=LlaOENqWJD7-yUlZIJ0ul7GHOG4y6B0B_nNSPD-I5L8,Aadil Pappa,Manufacturing Engineer II at SpaceX,Manufacturing Engineer II at SpaceX,"Experienced Test Development Engineer working at SpaceX's Rocket Development Facility in McGregor, Texas. Skilled in design, fabrication, activation, operation and automation of thermal-fluid, hydraulic and structural systems for propulsion hardware development testing. Enthusiastic new-space professional with a B.S. in Aerospace Engineering from The University of Texas at Austin.",2.1315068493150684,Manufacturing Engineer II,Tech,,
speaker_110,https://media-exp1.licdn.com/dms/image/C4D03AQETxjf6-ShZKg/profile-displayphoto-shrink_200_200/0/1516818468450?e=1652918400&v=beta&t=3Mv4D9FM6HqyyvkXCIZ9ILFxEGOSdooSl-vMsuCe8U8,"Arash Mott, Ph.D., P.E.",Lead Engineer for Asphalt Binder Branch at Texas Department of Transportation,Lead Engineer for Asphalt Binder Branch  at Texas Department of Transportation,"Specialties: Material Characterization and Modeling 
Rheology
Transportation Infrastructure Management",6.134246575342465,Lead Engineer for Asphalt Binder Branch,Tech,,
speaker_111,https://media-exp1.licdn.com/dms/image/C4E03AQGFSuxAYYfxZQ/profile-displayphoto-shrink_200_200/0/1517698034808?e=1652918400&v=beta&t=KafD6iB0thOhICoJOoQfi-IRstb531pxt-bwwWkAqrg,Alex Akunevich,Application Developer at Chase,—-,,7.386301369863013,Application Developer,Tech,,
speaker_112,https://media-exp1.licdn.com/dms/image/C5603AQEn5yXSb0JcZg/profile-displayphoto-shrink_200_200/0/1560780923804?e=1652918400&v=beta&t=HnlL1RngqYfxuMF5D-P1BSMTOlprc4Ap-krRRmTb6A8,Austin Armstrong,Senior Web Engineer at Saturn,Frontend @ Saturn 🪐 We're Hiring!,"Experienced Frontend Engineer with a demonstrated history of working with high growth startups in social, IoT, & e-commerce industries. Expert in React, JavaScript (ES6+, Node), Python, HTML/CSS, & Linux. Background in data science & computational biochemistry.",3.7150684931506848,Senior Web Engineer,Tech,,
speaker_113,https://static-exp1.licdn.com/sc/h/244xhbkr7g40x6bsu4gi6q4ry,Arash Azarmi,Design/Product Development Engineer at Abbott,,,6.8,Design/Product Development Engineer,Tech,,
speaker_114,https://static-exp1.licdn.com/sc/h/244xhbkr7g40x6bsu4gi6q4ry,Aagna Katrodia,Data Engineer at Amazon Web Services (AWS),Data Engineer at Amazon Web Services (AWS),"A Master’s student in Information systems who is an analytical problem solver, highly organized, performance-driven and motivated. Please visit https://aagnakatrodia.com or https://github.com/aagnakatrodia",3.635616438356165,Data Engineer,Tech,,
speaker_115,https://media-exp1.licdn.com/dms/image/C4E03AQEeNSjnpVnizw/profile-displayphoto-shrink_200_200/0/1628492242020?e=1652918400&v=beta&t=WOFAO2DzggZh1E0h_C-_KYVdulAPYY4YTBLdG48Nxm8,Austin Buckley,Used Car/Certified Service Tech at Joe Myers Ford,Self Certified Bumper-Bumper Service Technician with 5+ years of experience. Owner of ARRCS LLC,"I'm currently an Automotive Mechanic for a large reputable Ford dealership in Texas. My position there is Front End Diagnostic Technician, mainly dealing with heavy duty diesel trucks. Being the youngest one who's held that title at that location I had to prove myself to others who were doubtful of my skill set, but I arose to the challenge and proved my worth. I studied for 2 years Automotive Technology but besides that the majority of my what I've learned and implement into my work was picked up on job and in the shop. I've always been driven to be the best at anything I do and I'm somewhat of a perfectionist as well, holding myself to my best work and capabilities and not accepting anything less. Thankfully I'm a quick thinker and a fast learner, those skills combined with the previously mentioned attributes have allowed me to rapidly progress in the Automotive Industry to the position I hold now. I Currently only have 6 years under my belt in this industry working in various shops ranging from privately owned body shops to different large dealerships but In those 6 years i was able to push my skill set and experience far past someone of a similar demographic. Naturally I'm a hard worker and always have been. I also have various computer skills such training in AutoCad and SketchUp as well as experience in various Microsoft programs.",4.638356164383562,Used Car/Certified Service Tech,Tech,,
speaker_116,https://media-exp1.licdn.com/dms/image/C4E03AQGrYojd7kB7eQ/profile-displayphoto-shrink_200_200/0/1604881128002?e=1652918400&v=beta&t=XfACiPWHGuhybdmDAkd7IIk_0oe3RyAmFG8lkbPPa38,(Aadi) Aadithya Seetharam,"Associate Director, Technology Practice Lead, Quality Engineering & Assurance at Cognizant","Associate Director, Technology Practice Lead, Quality Engineering & Assurance at Cognizant Technology Solutions","Accomplished Enterprise Devops Architect in Digital Modern Software Engineering practice with proven experience enabling Global enterprise teams adopt continuous delivery methods, tools, capabilities and culture. Delivered Full life cycle Continuous Testing Best practices, Engineered Scalable Automation Frameworks for Unit, API, and Integration tests. Promoted Test Driven Development, expertise in Security and Performance engineering and SRE, Mocks, Virtualization, Test Data Management.

Technically hands on full stack development skills in modern open source tools stack, CI/CD pipeline integrations, automated deployments into containerized environments on hybrid cloud infrastructure. Conversant with DevOps coach role, Domain Driven Design concepts, Microservices architecture, Digital user experience standards. Certified MS Azure Devops Engineer Expert & Master level in QA tools.

Consistent track record of delivering sustainable ROI for the enterprises in Digital systems. Hired, mentored and developed Global teams both onsite and offshore nurturing talent and teamwork. Served diverse portfolio of Banking, Financial Services, and Healthcare, Insurance, Retail, Manufacturing, Public sector and Government in USA, Canada, UK and India.",5.8,"Associate Director, Technology Practice Lead, Quality Engineering & Assurance",Tech,,
speaker_117,https://media-exp1.licdn.com/dms/image/C5103AQGXZu-0J46_1A/profile-displayphoto-shrink_200_200/0/1568588640932?e=1652918400&v=beta&t=sOriHvWzga7kGI9sQmtNXyE6zQkosw3R5UtN6h75CG4,Aakash Atnoorkar,Database Engineer at i360,Data Analytics | Business Intelligence | SQL | Tableau | Data Management,,2.3835616438356166,Database Engineer,Tech,,
speaker_118,https://media-exp1.licdn.com/dms/image/C5103AQGGMzzR1rZNpw/profile-displayphoto-shrink_200_200/0/1516864891284?e=1652918400&v=beta&t=a4pMBy9vJcFiKaEWrsNkHm-Io2P7bLIKUvt1AQ2iuAw,Aaliyah Sutherland,Graduate Engineer at Peloton Land Solutions,Graduate Engineer at Peloton Land Solutions,"Registered Engineering Intern skilled in AutoCAD, Microsoft Word, Civil Engineering Drafting, Project Design, and Public Speaking.",2.6356164383561644,Graduate Engineer,Tech,,
speaker_119,https://media-exp1.licdn.com/dms/image/C4E03AQHQDcWEPLXDRQ/profile-displayphoto-shrink_200_200/0/1640706740843?e=1652918400&v=beta&t=-hveljlQj69Q_UbNeE09zh0XCK0o2zCtNVSd18HG6K0,Alexandria A. Pokorny,Lead Software Engineer at State Farm ®,Lead Software Engineer at State Farm,"Software Developer with studies in Computer Science and Mathematics accomplished in API Development and Machine Learning Solutions implementation.  Published researcher with experience in data analytics, digital image processing, and computer vision.  Experienced conference organizer and program administrator.  Skilled tutor and teacher with a passion for continued learning.

See my updated resume: https://github.com/aapokor/Code-Samples/blob/master/Apokorny_CV_github.pdf",1.8821917808219173,Lead Software Engineer,Tech,,
speaker_120,https://media-exp1.licdn.com/dms/image/C4E03AQGI7PLsYxNMVA/profile-displayphoto-shrink_200_200/0/1608153223683?e=1652918400&v=beta&t=43hM3wyarQO28loeLp3o-O5iCFVZYJbksNJPBaC9xjw,Aamir Pasha,Body Interior Integration - PMT Engineer at Ford Motor Company,Feature Delivery Engineer at Ford Motor Company,"I’m a Project Engineer at Ford Motor Company, working on an exciting new Lincoln. My job is to ensure the team achieves all project deliverables and to fill any gaps along the way. My duties evolve throughout the Product Development cycle up until the first car rolls off the plant. These duties include target setting, benchmarking, sourcing, testing and launching 

Dealing with a complex product, I need to drive cross-functional issue resolution, escalate issues to management, all with the intention to launch the vehicle on time. This position has allowed me to see the bigger picture and appreciate the hundreds of work streams working tirelessly to conceptualize/ commercialize a marvelous engineered product.

In 2015, I received my Mechanical Engineering degree from the University of Waterloo. I also have over three years of internship and full-time work experience, covering various industries. Through these diverse experiences, I’ve had the opportunity to be a guest of Louisiana’s Southern Hospitality and the frigid winters of Northern Ontario.  I’ve always seen work as a means to travel, allowing me to satisfy my adventurous spirit. Currently, I’m on a quest to visit all the Wonders of World (two down, five more to go!)

I’m always interested in hearing from former colleagues, managers or just interesting creative folk, so feel free to contact me if you’d like to connect




Specialties/ Interests: product development, project management, systems/integration engineering, preventive, change management, control plan 
maintenance, site surveying, product testing, research, mining, construction, automotive, MathLAB, Python, AutoCAD, SolidWorks, Abaqus, Mechanical Engineering, Computer Science, Machine learning, Artificial Intelligence, Social economics. Jira",4.082191780821918,Body Interior Integration - PMT Engineer,Tech,,
speaker_121,https://static-exp1.licdn.com/sc/h/244xhbkr7g40x6bsu4gi6q4ry,Aahan Sawhney,Staff Software Engineer at Outreach,Staff Software Engineer @ Outreach,,1.797260273972603,Staff Software Engineer,Tech,,
speaker_122,https://media-exp1.licdn.com/dms/image/C4E03AQHihMEqJG0J4Q/profile-displayphoto-shrink_200_200/0/1600553534247?e=1652918400&v=beta&t=uPH8GGH7GXnu7ssNpLcC80vmYy7PQSZ_ZkP3u_yC7Y8,Andreas Pittas,Junior Radio Network Optimization Engineer at PrimeTel PLC,Junior Radio Network Optimization Engineer at PrimeTel PLC,,2.964383561643836,Junior Radio Network Optimization Engineer,Tech,,
speaker_123,https://media-exp1.licdn.com/dms/image/C4D03AQEGBgh1f58Pxg/profile-displayphoto-shrink_200_200/0/1548667585828?e=1652918400&v=beta&t=zVNuUwAr7qAk8iq85VAzvVwLQ4C6adImJUY9VTDrFH4,Abdullah Alsairafi,Heavy Equipment Engineer at Kuwait National Petroleum Company (KNPC)- KUWAIT,Heavy Equipment Engineer at Kuwait National Petroleum Company (KNPC)- KUWAIT,"Interested in learning, teaching and research. Fields of interest include Tribology, Computational Fluid Dynamics and Finite Element Methods. Very acquinted with high end FEA software packages like Ansys and Simulation Mechanical. Keen on modeling Multi-Phase Flow, Species Transport, Static Structures and Heat Transfer.",4.715068493150685,Heavy Equipment Engineer,Tech,,
speaker_124,https://static-exp1.licdn.com/sc/h/244xhbkr7g40x6bsu4gi6q4ry,Aaditya Singhvi,Principal Software Development Engineer in Test at Akamai Technologies,Principal SDET at Akamai Technologies,,4.304109589041096,Principal Software Development Engineer in Test,Tech,,
speaker_125,https://media-exp1.licdn.com/dms/image/C4E03AQHS_nrZTTE16w/profile-displayphoto-shrink_200_200/0/1602636620978?e=1652918400&v=beta&t=-TbXl2WPa0esuMSH5i4mFEcaAC1FNZxgoxIG7tYOh9U,Antz-Lee Francois,Presales System Engineer at Dell Technologies,Electrical Engineering Student @UMassD | Open to for FT role,"Hi, my name is Antz-Lee Francois and I am a highly motivated and organized individual seeking an Engineering position focused on the application of mathematics, science, and engineering to mechanical issues that will improve product design, components, or processes while also increasing knowledge in the field of work.",0.2493150684931507,Presales System Engineer,Tech,,
speaker_126,https://media-exp1.licdn.com/dms/image/C4E03AQH0NOcSceJj7A/profile-displayphoto-shrink_200_200/0/1520960813885?e=1652918400&v=beta&t=0_xOM1p2SK2cdVvx9jJffC3yAJfHBAPDRlv-BWtm36Q,Aarni Sillanpää,Data Architect at Stora Enso,Data Architect & Advanced Analytics at Stora Enso,"Full stack data specialist with strong business acumen.

SQL✔️ Power BI✔️ Python✔️ Spark✔️  Databricks (MLflow, AutoML etc.)✔️ Azure (Storage Account, Azure SQL, Data Factory, Logic apps etc.) ✔️ Data Lake✔️ Snowflake ✔️  Data architecture✔️ Machine learning✔️

Smart automation  👍
Manual work  👎",2.0493150684931507,Data Architect,Tech,,
speaker_127,https://media-exp1.licdn.com/dms/image/C4D03AQGaiblk5Xi1Uw/profile-displayphoto-shrink_200_200/0/1555692296364?e=2147483647&v=beta&t=aXjEP8r10MsJuOIGzV0XZBx6LkuHs5MK98hgeW0Mt28,Amy Lawson,Data Entry Coordinator at Insperity,Looking for a great opportunity to work in Client services,,1.912328767123288,Data Entry Coordinator,Tech,,
speaker_128,https://static-exp1.licdn.com/sc/h/244xhbkr7g40x6bsu4gi6q4ry,Amjad Al-Ramahi,Senior Software Engineer at CloudNine,Senior Software Engineer at CloudNine,"Pragmatic software engineering professional with more than 20 years of experience in software development, data analytics, management and integration, team leadership, project management, quality assurance and customer support. Highly adaptable with strong problem solving skills and excellent relationship with customers and co-workers.",5.219178082191781,Senior Software Engineer,Tech,,
speaker_129,https://media-exp1.licdn.com/dms/image/C5603AQG9Qo4coVOJcw/profile-displayphoto-shrink_200_200/0/1553621506945?e=1652918400&v=beta&t=TlnnnjpMvMn4yLSTOlrtJvVCsKeciqFi9TS0sgZWyBw,Aaron Bopp,Software Engineer Intern at Principal Financial Group,Software Engineer Intern at Principal Financial Group,,2.468493150684932,Software Engineer Intern,Tech,,
speaker_130,https://static-exp1.licdn.com/sc/h/244xhbkr7g40x6bsu4gi6q4ry,"Katie Davidson, FNP",Nurse Practitioner at Baylor College of Medicine,Nurse Practitioner- Instructor at Baylor College of Medicine,Nurse Practitioner currently working in Abdominal Transplant and Hepatobiliary Surgery,4.134246575342465,Nurse Practitioner,Healthcare,,
speaker_131,https://media-exp1.licdn.com/dms/image/C4E03AQGN0uVsxZVaxw/profile-displayphoto-shrink_200_200/0/1517052227991?e=1652918400&v=beta&t=ePjqtsvzWFKfxhVXd6yAzHqwuh20Ey8vm72t-MX8Omw,Aaron Blake,"Health & Welfare Solution Architect, Director for Benefits Outsourcing at Willis Towers Watson","Health & Welfare Solution Architect, Director for Benefits Outsourcing",,23.145205479452056,"Health & Welfare Solution Architect, Director for Benefits Outsourcing",Healthcare,,
